Date,Open,High,Low,Close,Adj Close,Volume
2014-08-22,190.770004,191.880005,190.289993,190.410004,159.702255,1940300
2014-08-25,191.389999,191.809998,190.710007,191.160004,160.331329,1723600
2014-08-26,191.020004,193.529999,191.020004,192.990005,161.866150,3175400
2014-08-27,193.029999,194.130005,191.559998,192.250000,161.245468,2190200
2014-08-28,191.470001,192.300003,190.660004,192.000000,161.035812,1503600
2014-08-29,192.279999,192.750000,191.139999,192.300003,161.287430,2909400
2014-09-02,192.679993,192.970001,190.929993,191.559998,160.666763,2679700
2014-09-03,192.389999,192.949997,191.860001,191.949997,160.993881,1822800
2014-09-04,191.690002,192.690002,190.059998,190.679993,159.928711,2865000
2014-09-05,190.529999,191.750000,190.089996,191.199997,160.364838,2260200
2014-09-08,190.750000,191.199997,189.509995,190.139999,159.475769,2524200
2014-09-09,190.339996,190.740005,189.779999,189.990005,159.349991,2403600
2014-09-10,190.119995,192.149994,190.100006,191.539993,160.649994,2764000
2014-09-11,191.080002,192.779999,190.119995,191.720001,160.800964,2298500
2014-09-12,191.470001,191.600006,190.570007,191.279999,160.431915,2901000
2014-09-15,191.419998,192.490005,190.580002,191.809998,160.876465,2456400
2014-09-16,191.250000,193.570007,190.820007,192.960007,161.840988,2561500
2014-09-17,193.220001,193.639999,192.300003,192.800003,161.706818,3210800
2014-09-18,192.789993,194.130005,192.710007,193.750000,162.503632,2963300
2014-09-19,194.539993,195.000000,193.190002,194.000000,162.713287,8852000
2014-09-22,193.720001,194.139999,192.630005,193.110001,161.966812,3318000
2014-09-23,192.750000,193.070007,191.520004,191.619995,160.717072,3301800
2014-09-24,191.000000,192.449997,189.880005,192.309998,161.295822,3082600
2014-09-25,192.050003,192.500000,188.970001,189.009995,158.528030,4151400
2014-09-26,188.929993,190.330002,188.610001,190.059998,159.408661,2493900
2014-09-29,188.509995,189.960007,188.119995,189.639999,159.056396,2336300
2014-09-30,189.639999,190.850006,189.149994,189.830002,159.215775,2932600
2014-10-01,189.910004,190.399994,186.789993,187.169998,156.984726,3723200
2014-10-02,187.660004,187.779999,186.240005,186.910004,156.766693,2283100
2014-10-03,188.110001,189.369995,187.559998,188.669998,158.242859,3071500
2014-10-06,189.690002,190.889999,188.710007,189.039993,158.553177,2099500
2014-10-07,187.770004,188.119995,185.539993,185.710007,155.760254,2991300
2014-10-08,185.970001,189.600006,185.610001,189.360001,158.821594,2984800
2014-10-09,189.119995,189.500000,186.089996,186.419998,156.355728,2625400
2014-10-10,185.860001,187.740005,185.100006,185.929993,155.944733,5090200
2014-10-13,185.490005,186.649994,183.419998,183.520004,153.923401,3596700
2014-10-14,184.889999,185.720001,183.589996,183.800003,154.158249,3924700
2014-10-15,182.460007,183.789993,178.750000,181.750000,152.438843,6895800
2014-10-16,179.800003,181.479996,178.690002,179.839996,150.836884,5578600
2014-10-17,181.240005,182.839996,180.220001,182.050003,152.690491,4350200
2014-10-20,166.850006,170.330002,166.690002,169.100006,141.828918,23416500
2014-10-21,166.399994,166.679993,161.679993,163.229996,136.905624,20949800
2014-10-22,162.410004,165.410004,161.100006,161.789993,135.697845,11084800
2014-10-23,162.119995,162.830002,161.539993,162.179993,136.024933,7599400
2014-10-24,162.080002,162.440002,161.449997,162.080002,135.941086,6652100
2014-10-27,162.000000,162.910004,161.809998,161.869995,135.764938,4989100
2014-10-28,162.000000,163.600006,161.800003,163.600006,137.215958,7895300
2014-10-29,164.330002,164.619995,162.759995,163.460007,137.098541,4739300
2014-10-30,163.500000,164.619995,163.020004,164.350006,137.845001,3896000
2014-10-31,165.479996,165.589996,163.619995,164.399994,137.886932,5818000
2014-11-03,164.250000,164.539993,163.380005,164.360001,137.853378,4688200
2014-11-04,164.339996,164.360001,162.240005,162.649994,136.419159,4246900
2014-11-05,163.130005,163.539993,161.559998,161.820007,135.723022,4104700
2014-11-06,161.279999,161.529999,160.050003,161.460007,136.347931,4067600
2014-11-07,161.419998,162.210007,160.850006,162.070007,136.863052,3494800
2014-11-10,161.899994,164.470001,161.610001,163.490005,138.062180,4958200
2014-11-11,163.699997,163.899994,162.600006,163.300003,137.901749,3534400
2014-11-12,162.279999,163.000000,161.759995,161.919998,136.736359,3378200
2014-11-13,162.000000,162.800003,161.800003,162.789993,137.471039,3239700
2014-11-14,162.100006,164.490005,161.690002,164.160004,138.628006,4978400
2014-11-17,164.160004,164.970001,163.720001,164.160004,138.628006,4798900
2014-11-18,164.729996,164.750000,161.889999,161.889999,136.711014,5410100
2014-11-19,162.050003,162.100006,160.960007,161.429993,136.322556,3802600
2014-11-20,160.949997,161.500000,159.800003,160.639999,135.655426,4183100
2014-11-21,161.830002,161.949997,160.750000,160.919998,135.891907,4076900
2014-11-24,161.539993,163.860001,161.059998,162.149994,136.930588,6619000
2014-11-25,162.649994,163.500000,161.559998,161.759995,136.601227,4062400
2014-11-26,161.929993,162.100006,161.009995,161.949997,136.761688,3966000
2014-11-28,162.750000,163.369995,161.440002,162.169998,136.947464,2405500
2014-12-01,161.639999,163.320007,161.350006,161.539993,136.415451,4168400
2014-12-02,162.470001,162.729996,161.639999,162.669998,137.369705,3465700
2014-12-03,162.470001,164.520004,162.000000,164.520004,138.931992,6429100
2014-12-04,164.009995,164.500000,163.009995,164.050003,138.535080,3859400
2014-12-05,163.610001,164.500000,162.910004,163.270004,137.876419,3013500
2014-12-08,163.289993,163.289993,161.539993,161.860001,136.685669,2851000
2014-12-09,160.839996,163.020004,160.800003,162.990005,137.639954,3861200
2014-12-10,163.009995,163.330002,160.029999,160.509995,135.545670,4072800
2014-12-11,160.820007,162.929993,160.520004,161.070007,136.018570,3989600
2014-12-12,160.250000,160.500000,155.330002,155.380005,131.213531,8611700
2014-12-15,155.929993,156.740005,152.839996,153.059998,129.254364,6500300
2014-12-16,152.029999,154.889999,150.500000,151.410004,127.861015,6782600
2014-12-17,151.520004,153.309998,151.110001,151.929993,128.300095,5131000
2014-12-18,153.580002,157.679993,153.300003,157.679993,133.155792,7302400
2014-12-19,157.490005,160.410004,157.490005,158.509995,133.856720,8864900
2014-12-22,158.330002,161.910004,158.330002,161.440002,136.330978,4682500
2014-12-23,162.229996,162.899994,161.610001,162.240005,137.006622,4043300
2014-12-24,162.880005,162.990005,161.610001,161.820007,136.651947,1868100
2014-12-26,162.270004,163.089996,162.009995,162.339996,137.091019,1912200
2014-12-29,162.000000,162.339996,159.449997,160.509995,135.545670,3331800
2014-12-30,160.020004,160.820007,159.789993,160.050003,135.157227,2829900
2014-12-31,160.410004,161.500000,160.380005,160.440002,135.486526,4011900
2015-01-02,161.309998,163.309998,161.000000,162.059998,136.854614,5525500
2015-01-05,161.270004,161.270004,159.190002,159.509995,134.701157,4880400
2015-01-06,159.669998,159.960007,155.169998,156.070007,131.796234,6146700
2015-01-07,157.199997,157.199997,154.029999,155.050003,130.934891,4701800
2015-01-08,156.240005,159.039993,155.550003,158.419998,133.780716,4236800
2015-01-09,158.419998,160.339996,157.250000,159.110001,134.363403,4484800
2015-01-12,159.000000,159.250000,155.759995,156.440002,132.108704,4182800
2015-01-13,157.259995,159.970001,155.679993,156.809998,132.421143,4377500
2015-01-14,154.860001,156.490005,153.740005,155.800003,131.568222,4690300
2015-01-15,156.690002,156.970001,154.160004,154.570007,130.529526,4248400
2015-01-16,153.820007,157.630005,153.820007,157.139999,132.699814,5756000
2015-01-20,156.699997,157.330002,154.029999,156.949997,132.539322,8017800
2015-01-21,153.029999,154.500000,151.070007,152.089996,128.435226,11897100
2015-01-22,151.940002,155.720001,151.759995,155.389999,131.222000,6120100
2015-01-23,155.029999,157.600006,154.889999,155.869995,131.627335,4812200
2015-01-26,158.259995,159.460007,155.770004,156.360001,132.041122,7888100
2015-01-27,154.940002,155.089996,152.589996,153.669998,129.769485,5659600
2015-01-28,154.000000,154.529999,151.550003,151.550003,127.979202,4495900
2015-01-29,151.380005,155.580002,149.520004,155.479996,131.297989,8320800
2015-01-30,153.910004,155.240005,153.039993,153.309998,129.465485,6563600
2015-02-02,154.000000,154.660004,151.509995,154.660004,130.605515,4712200
2015-02-03,154.750000,158.600006,154.750000,158.470001,133.822937,5536300
2015-02-04,157.210007,158.710007,156.699997,156.960007,132.547791,3678500
2015-02-05,157.289993,158.589996,157.149994,157.910004,133.350021,5253600
2015-02-06,157.339996,158.080002,156.229996,156.720001,133.273499,3225000
2015-02-09,156.000000,157.500000,155.399994,155.750000,132.448654,3057700
2015-02-10,156.740005,158.559998,155.080002,158.559998,134.838242,4440600
2015-02-11,157.759995,159.089996,157.169998,158.199997,134.532120,3626700
2015-02-12,158.720001,159.500000,158.089996,158.520004,134.804214,3333100
2015-02-13,158.779999,160.800003,158.639999,160.399994,136.402969,3706900
2015-02-17,159.750000,161.410004,159.729996,160.960007,136.879196,2894500
2015-02-18,161.860001,162.470001,160.639999,162.190002,137.925156,4353700
2015-02-19,162.050003,164.490005,161.440002,163.889999,139.370819,3504400
2015-02-20,163.639999,164.339996,162.089996,163.649994,139.166702,3353000
2015-02-23,164.229996,164.399994,162.500000,162.910004,138.537460,2714400
2015-02-24,162.490005,164.990005,161.509995,164.830002,140.170197,4047200
2015-02-25,164.940002,164.960007,162.580002,162.809998,138.452393,4004600
2015-02-26,163.740005,164.139999,159.770004,160.869995,136.802628,7110800
2015-02-27,160.869995,162.289993,160.160004,161.940002,137.712570,4410000
2015-03-02,161.940002,161.940002,159.809998,160.479996,136.470963,5917900
2015-03-03,160.270004,161.750000,160.000000,161.029999,136.938675,3234400
2015-03-04,160.539993,160.559998,158.720001,159.419998,135.569519,3630500
2015-03-05,159.860001,161.500000,159.699997,161.179993,137.066254,3791700
2015-03-06,160.190002,161.440002,158.059998,158.500000,134.787186,4540200
2015-03-09,158.199997,161.149994,158.199997,160.770004,136.717606,5193900
2015-03-10,159.600006,160.229996,157.809998,157.809998,134.200394,4593300
2015-03-11,158.570007,159.139999,155.940002,156.800003,133.341537,5709900
2015-03-12,156.270004,158.720001,156.270004,157.979996,134.345001,4567300
2015-03-13,157.460007,157.520004,153.399994,154.279999,131.198532,6064100
2015-03-16,155.050003,157.089996,154.800003,157.080002,133.579651,3749600
2015-03-17,156.199997,157.289993,155.369995,156.960007,133.477615,3311700
2015-03-18,156.850006,160.699997,155.800003,159.809998,135.901230,5729500
2015-03-19,159.699997,160.919998,158.809998,159.809998,135.901230,3878600
2015-03-20,160.949997,163.000000,160.350006,162.880005,138.511948,9006400
2015-03-23,162.770004,165.350006,162.729996,164.630005,140.000122,5924100
2015-03-24,164.789993,164.889999,162.899994,163.000000,138.613968,4346100
2015-03-25,163.080002,163.080002,159.199997,159.199997,135.382492,5428900
2015-03-26,159.270004,161.250000,158.910004,160.589996,136.564529,4396000
2015-03-27,160.789993,160.899994,159.229996,160.399994,136.402969,3439800
2015-03-30,161.309998,163.600006,161.250000,162.669998,138.333359,4138000
2015-03-31,161.080002,162.330002,160.399994,160.500000,136.488007,4255400
2015-04-01,160.229996,160.619995,158.389999,159.179993,135.365463,3687800
2015-04-02,159.520004,162.539993,158.889999,160.449997,136.445465,4671600
2015-04-06,159.690002,162.800003,158.699997,162.039993,137.797592,3465700
2015-04-07,161.669998,163.839996,161.619995,162.070007,137.823120,3148000
2015-04-08,161.720001,163.550003,161.009995,161.850006,137.636032,2524300
2015-04-09,161.699997,162.470001,160.720001,162.339996,138.052719,2263500
2015-04-10,162.339996,163.330002,161.250000,162.860001,138.494949,2515700
2015-04-13,162.369995,164.000000,162.360001,162.380005,138.086731,3868900
2015-04-14,162.419998,162.740005,160.789993,162.300003,138.018707,2716200
2015-04-15,162.630005,164.960007,162.500000,164.130005,139.574921,3498800
2015-04-16,163.309998,163.979996,162.539993,163.130005,138.724518,3136900
2015-04-17,161.750000,161.860001,160.029999,160.669998,136.632568,4314400
2015-04-20,162.100006,166.639999,161.899994,166.160004,141.301208,9323000
2015-04-21,166.070007,167.380005,164.050003,164.259995,139.685471,9683600
2015-04-22,164.389999,166.000000,162.889999,165.360001,140.620895,4024800
2015-04-23,165.229996,171.910004,165.139999,170.240005,144.770782,8235600
2015-04-24,170.229996,170.850006,168.740005,169.779999,144.379639,3888400
2015-04-27,170.889999,171.490005,170.300003,170.729996,145.187515,3168600
2015-04-28,170.830002,174.690002,170.020004,173.919998,147.900238,5816700
2015-04-29,173.399994,175.130005,172.800003,174.399994,148.308426,4518400
2015-04-30,173.770004,174.279999,170.300003,171.289993,145.663727,5062900
2015-05-01,173.199997,174.000000,172.419998,173.669998,147.687653,3312100
2015-05-04,174.470001,176.300003,173.699997,173.970001,147.942780,4028000
2015-05-05,173.509995,174.229996,171.960007,173.080002,147.185928,3593600
2015-05-06,172.899994,174.050003,168.860001,170.050003,145.703629,3612600
2015-05-07,169.630005,171.979996,169.039993,170.990005,147.637711,2472000
2015-05-08,172.940002,173.330002,172.240005,172.679993,149.096893,3092600
2015-05-11,172.649994,172.990005,170.860001,171.119995,147.749954,2661000
2015-05-12,170.550003,171.490005,168.839996,170.550003,147.257782,2962400
2015-05-13,171.240005,172.740005,170.750000,172.279999,148.751526,2457500
2015-05-14,173.500000,174.399994,173.220001,174.050003,150.279800,2439100
2015-05-15,173.910004,174.410004,172.600006,173.259995,149.597687,2916600
2015-05-18,173.440002,173.490005,172.300003,173.059998,149.424957,1923600
2015-05-19,172.970001,173.750000,171.929993,173.479996,149.787643,2523000
2015-05-20,173.330002,174.440002,172.460007,173.759995,150.029404,2300300
2015-05-21,173.320007,174.139999,173.039993,173.339996,149.666763,2295600
2015-05-22,173.039993,173.389999,172.190002,172.220001,148.699722,2849700
2015-05-26,172.110001,172.119995,169.130005,170.130005,146.895172,3854200
2015-05-27,171.160004,172.479996,170.490005,172.000000,148.509766,2764400
2015-05-28,171.449997,171.839996,170.660004,171.710007,148.259369,1731400
2015-05-29,171.350006,171.350006,169.649994,169.649994,146.480682,3996000
2015-06-01,170.210007,171.039993,169.029999,170.179993,146.938324,2985500
2015-06-02,169.660004,170.449997,168.429993,169.649994,146.480682,2571400
2015-06-03,170.500000,171.559998,169.630005,169.919998,146.713821,2131000
2015-06-04,169.529999,170.600006,167.929993,168.380005,145.384171,3079300
2015-06-05,168.250000,168.910004,167.199997,167.399994,144.537964,3100500
2015-06-08,167.169998,167.279999,165.020004,165.339996,142.759354,3757400
2015-06-09,165.339996,166.020004,163.369995,165.679993,143.052872,3395900
2015-06-10,166.490005,169.389999,166.059998,168.919998,145.850433,4680500
2015-06-11,169.259995,170.440002,168.539993,168.779999,145.729507,3464000
2015-06-12,168.229996,168.300003,166.690002,166.990005,144.183990,3065100
2015-06-15,166.990005,166.990005,164.250000,166.259995,143.553665,4245700
2015-06-16,166.330002,167.399994,165.910004,166.839996,144.054459,3249800
2015-06-17,167.000000,167.850006,166.100006,167.169998,144.339417,2863000
2015-06-18,167.050003,168.720001,167.050003,168.250000,145.271912,3330900
2015-06-19,167.619995,168.419998,166.770004,166.990005,144.183990,7074000
2015-06-22,167.649994,168.339996,167.199997,167.729996,144.822891,2335800
2015-06-23,168.380005,169.970001,167.570007,168.619995,145.591385,3701600
2015-06-24,168.710007,168.839996,166.830002,166.970001,144.166733,3548100
2015-06-25,167.800003,168.130005,166.080002,166.080002,143.398254,2408900
2015-06-26,166.229996,166.809998,165.229996,165.460007,142.862946,8946000
2015-06-29,163.919998,165.350006,162.889999,162.970001,140.713028,3314700
2015-06-30,163.990005,164.000000,162.119995,162.660004,140.445328,3597300
2015-07-01,163.970001,165.610001,163.600006,164.490005,142.025452,3214500
2015-07-02,165.050003,165.320007,164.419998,165.089996,142.543457,2852700
2015-07-06,163.830002,165.229996,163.520004,164.729996,142.232635,3079800
2015-07-07,164.940002,165.350006,162.229996,165.000000,142.465775,3549900
2015-07-08,164.000000,164.940002,162.679993,163.160004,140.877045,2776300
2015-07-09,165.339996,165.509995,163.699997,163.850006,141.472824,4199700
2015-07-10,165.660004,167.399994,165.520004,166.949997,144.149445,4538300
2015-07-13,167.929993,169.889999,167.520004,169.380005,146.247589,4229000
2015-07-14,169.429993,169.539993,168.240005,168.610001,145.582748,3025300
2015-07-15,168.479996,169.270004,168.000000,168.529999,145.513641,1998000
2015-07-16,169.470001,171.089996,169.160004,171.000000,147.646317,3529900
2015-07-17,170.330002,172.520004,170.100006,172.509995,148.950104,4356400
2015-07-20,172.789993,173.779999,172.139999,173.220001,149.563156,7377800
2015-07-21,164.339996,166.350006,162.020004,163.070007,140.799332,13752300
2015-07-22,162.729996,163.070007,159.699997,160.350006,138.450821,7181800
2015-07-23,160.270004,162.750000,159.830002,161.729996,139.642334,5034200
2015-07-24,161.289993,161.929993,159.410004,159.750000,137.932770,3778200
2015-07-27,159.000000,160.179993,158.600006,159.070007,137.345612,3706200
2015-07-28,159.910004,160.190002,158.500000,160.050003,138.191772,2721000
2015-07-29,160.000000,161.500000,159.389999,161.089996,139.089767,3378400
2015-07-30,160.500000,161.399994,159.750000,160.960007,138.977509,1994700
2015-07-31,161.399994,162.059998,160.630005,161.990005,139.866852,3580200
2015-08-03,161.699997,161.850006,157.899994,158.710007,137.034805,4615700
2015-08-04,158.399994,158.820007,156.869995,157.600006,136.076355,5260600
2015-08-05,159.100006,159.539993,157.479996,157.899994,136.335403,3472800
2015-08-06,157.130005,157.539993,156.179993,156.320007,136.091660,3004800
2015-08-07,155.889999,156.250000,154.339996,155.119995,135.046936,3794900
2015-08-10,156.770004,157.470001,156.119995,156.750000,136.465973,4613400
2015-08-11,155.960007,155.990005,154.860001,155.509995,135.386459,3143300
2015-08-12,154.259995,156.520004,153.949997,156.160004,135.952347,3560300
2015-08-13,156.059998,156.089996,154.320007,155.070007,135.003372,2533400
2015-08-14,155.000000,156.210007,154.580002,155.750000,135.595428,3220300
2015-08-17,155.199997,156.690002,154.699997,156.309998,136.082932,2249600
2015-08-18,155.509995,156.520004,155.250000,156.009995,135.821762,2018300
2015-08-19,155.149994,155.669998,153.410004,153.940002,134.019608,4206400
2015-08-20,152.740005,153.910004,152.500000,152.660004,132.905243,4011500
2015-08-21,151.500000,153.190002,148.699997,148.850006,129.588272,7362100
2015-08-24,143.470001,147.759995,143.000000,143.470001,124.904503,10189700
2015-08-25,146.940002,147.110001,140.619995,140.960007,122.719307,7073200
2015-08-26,144.089996,146.979996,142.139999,146.699997,127.716507,6221800
2015-08-27,148.500000,148.970001,145.660004,148.539993,129.318405,4976600
2015-08-28,147.750000,148.199997,147.179993,147.979996,128.830856,4076300
2015-08-31,147.380005,148.399994,146.259995,147.889999,128.752518,4062600
2015-09-01,144.910004,144.979996,141.850006,142.679993,124.216705,5272000
2015-09-02,144.740005,145.080002,143.179993,145.050003,126.280022,4252000
2015-09-03,146.050003,148.029999,145.770004,146.779999,127.786156,3603500
2015-09-04,144.570007,145.399994,143.320007,143.699997,125.104713,4201100
2015-09-08,145.860001,147.339996,145.660004,147.229996,128.177933,3933300
2015-09-09,148.740005,149.039993,144.850006,145.050003,126.280022,3380000
2015-09-10,145.850006,147.160004,144.509995,146.199997,127.281204,3461700
2015-09-11,145.910004,147.500000,145.669998,147.369995,128.299805,3115100
2015-09-14,147.369995,147.369995,145.410004,145.649994,126.802383,3226700
2015-09-15,146.600006,147.929993,145.759995,147.529999,128.439117,2709500
2015-09-16,147.839996,148.889999,147.539993,148.410004,129.205246,2799200
2015-09-17,148.100006,149.679993,147.300003,148.139999,128.970200,4003000
2015-09-18,146.050003,146.389999,143.979996,144.509995,125.809891,7776500
2015-09-21,145.389999,146.979996,144.919998,146.479996,127.524956,3825000
2015-09-22,144.619995,145.059998,143.770004,144.429993,125.740242,3564100
2015-09-23,144.210007,144.570007,142.750000,143.660004,125.069916,2674200
2015-09-24,142.600006,145.070007,141.949997,144.410004,125.722847,3280300
2015-09-25,145.550003,146.270004,144.529999,145.419998,126.602165,3474400
2015-09-28,144.419998,145.380005,142.470001,142.520004,124.077423,4317300
2015-09-29,141.990005,142.660004,141.149994,142.470001,124.033890,4763500
2015-09-30,143.690002,145.710007,143.660004,144.970001,126.210373,3923900
2015-10-01,145.309998,145.669998,141.589996,143.589996,125.008972,3880900
2015-10-02,141.050003,144.589996,140.559998,144.580002,125.870850,3054400
2015-10-05,145.820007,149.889999,145.820007,149.039993,129.753723,5131800
2015-10-06,149.059998,150.149994,148.490005,148.779999,129.527359,3018100
2015-10-07,150.039993,150.729996,148.860001,150.089996,130.667862,2980800
2015-10-08,149.690002,153.020004,149.289993,152.279999,132.574448,4794400
2015-10-09,152.460007,153.149994,151.270004,152.389999,132.670181,3531100
2015-10-12,152.399994,152.580002,150.850006,151.139999,131.581955,3227600
2015-10-13,150.779999,150.779999,149.179993,149.619995,130.258652,3915700
2015-10-14,149.600006,150.649994,149.020004,150.009995,130.598175,3353000
2015-10-15,150.910004,151.240005,148.580002,150.089996,130.667862,3476200
2015-10-16,150.449997,151.199997,149.259995,150.389999,130.929031,3483700
2015-10-19,149.850006,149.970001,148.380005,149.220001,129.910416,7954700
2015-10-20,142.490005,142.880005,140.270004,140.639999,122.440697,15928800
2015-10-21,140.250000,142.660004,139.300003,140.919998,122.684464,6990600
2015-10-22,141.740005,145.070007,141.619995,144.089996,125.444237,5583200
2015-10-23,144.610001,145.490005,143.699997,144.679993,125.957893,5370400
2015-10-26,144.750000,145.000000,143.210007,143.660004,125.069916,3489400
2015-10-27,143.509995,143.830002,137.330002,137.860001,120.020439,15008500
2015-10-28,137.919998,141.229996,137.500000,140.830002,122.606094,8511400
2015-10-29,140.360001,140.820007,139.020004,140.550003,122.362350,3702500
2015-10-30,140.440002,141.330002,139.899994,140.080002,121.953125,3984000
2015-11-02,140.500000,140.520004,139.570007,140.369995,122.205620,3822200
2015-11-03,140.020004,142.800003,139.899994,141.880005,123.520248,4349400
2015-11-04,142.550003,142.649994,141.300003,141.630005,123.302589,3507600
2015-11-05,141.610001,142.380005,139.630005,139.889999,121.787750,5096900
2015-11-06,138.600006,139.550003,137.869995,138.250000,121.488968,4744900
2015-11-09,137.919998,138.080002,134.880005,135.309998,118.905396,8075600
2015-11-10,135.360001,135.740005,134.119995,135.470001,119.046005,4520800
2015-11-11,136.089996,136.199997,134.500000,135.020004,118.650574,3164800
2015-11-12,134.699997,134.699997,133.009995,133.039993,116.910599,4701400
2015-11-13,132.949997,133.000000,131.649994,131.750000,115.777008,4613800
2015-11-16,131.789993,134.089996,131.789993,133.710007,117.499382,4190800
2015-11-17,134.220001,134.820007,133.309998,133.820007,117.596062,2815100
2015-11-18,134.789993,135.910004,134.259995,135.820007,119.353584,4149200
2015-11-19,136.210007,137.740005,136.009995,136.740005,120.162025,4753600
2015-11-20,137.369995,138.919998,137.250000,138.500000,121.708687,5176400
2015-11-23,138.529999,138.869995,137.119995,138.460007,121.673500,5137900
2015-11-24,137.649994,139.339996,137.309998,138.600006,121.796570,3407700
2015-11-25,138.369995,138.429993,137.380005,138.000000,121.269272,3238200
2015-11-27,138.000000,138.809998,137.210007,138.460007,121.673500,1415800
2015-11-30,138.610001,139.899994,138.520004,139.419998,122.517105,4545600
2015-12-01,139.580002,141.399994,139.580002,141.279999,124.151634,4195100
2015-12-02,140.929993,141.210007,139.500000,139.699997,122.763191,3725400
2015-12-03,140.100006,140.729996,138.190002,138.919998,122.077751,5909600
2015-12-04,138.089996,141.020004,137.990005,140.429993,123.404671,4571600
2015-12-07,140.160004,140.410004,138.809998,139.550003,122.631355,3279400
2015-12-08,138.279999,139.059998,137.529999,138.050003,121.313210,3905200
2015-12-09,137.380005,139.839996,136.229996,136.610001,120.047791,4615000
2015-12-10,137.029999,137.850006,135.720001,136.779999,120.197189,4754800
2015-12-11,135.229996,135.440002,133.910004,134.570007,118.255119,5333800
2015-12-14,135.309998,136.139999,134.020004,135.929993,119.450241,5103800
2015-12-15,137.399994,138.970001,137.279999,137.789993,121.084755,4238500
2015-12-16,139.119995,139.649994,137.789993,139.289993,122.402878,4345500
2015-12-17,139.350006,139.500000,136.309998,136.750000,120.170822,4089500
2015-12-18,136.410004,136.960007,134.270004,134.899994,118.545090,10026100
2015-12-21,135.830002,135.830002,134.020004,135.500000,119.072388,5617500
2015-12-22,135.880005,138.190002,135.649994,137.929993,121.207771,4081000
2015-12-23,138.300003,139.309998,138.110001,138.539993,121.743790,5164900
2015-12-24,138.429993,138.880005,138.110001,138.250000,121.488968,1495200
2015-12-28,137.740005,138.039993,136.539993,137.610001,120.926575,3106900
2015-12-29,138.250000,140.059998,138.199997,139.779999,122.833458,3943700
2015-12-30,139.580002,140.440002,139.220001,139.339996,122.446838,2989400
2015-12-31,139.070007,139.100006,137.570007,137.619995,120.935364,3462100
2016-01-04,135.600006,135.970001,134.240005,135.949997,119.467812,5229400
2016-01-05,136.759995,136.889999,134.850006,135.850006,119.379944,3924800
2016-01-06,134.380005,135.580002,133.619995,135.169998,118.782394,4310900
2016-01-07,133.699997,135.020004,132.429993,132.860001,116.752434,7025800
2016-01-08,133.179993,133.820007,131.320007,131.630005,115.671555,4762700
2016-01-11,131.809998,133.820007,131.759995,133.229996,117.077583,4967000
2016-01-12,133.649994,133.779999,131.130005,132.899994,116.787575,5078700
2016-01-13,133.500000,134.279999,131.100006,131.169998,115.267326,4700100
2016-01-14,131.929993,133.789993,131.220001,132.910004,116.796387,5709600
2016-01-15,130.009995,130.880005,128.869995,130.029999,114.265526,9008500
2016-01-19,130.110001,132.100006,128.059998,128.110001,112.578316,9979600
2016-01-20,118.459999,123.989998,118.000000,121.860001,107.086037,16157800
2016-01-21,121.300003,125.099998,120.580002,122.910004,108.008751,8851600
2016-01-22,124.669998,124.739998,121.769997,122.500000,107.648453,9238400
2016-01-25,122.099998,124.230003,121.639999,122.080002,107.279381,5446000
2016-01-26,122.250000,123.610001,122.239998,122.589996,107.727554,4613700
2016-01-27,122.730003,123.370003,120.650002,120.959999,106.295158,5026400
2016-01-28,121.260002,122.830002,121.010002,122.220001,107.402397,3942500
2016-01-29,123.279999,124.790001,122.959999,124.790001,109.660820,8248100
2016-02-01,124.400002,125.290001,123.709999,124.830002,109.695969,3574900
2016-02-02,123.669998,124.139999,122.639999,122.940002,108.035110,3287300
2016-02-03,123.989998,125.449997,122.290001,124.720001,109.599304,6223500
2016-02-04,125.080002,128.500000,125.000000,127.650002,112.174095,5195800
2016-02-05,127.220001,128.639999,125.849998,128.570007,112.982559,7177700
2016-02-08,126.000000,127.510002,124.129997,126.980003,112.725098,7364000
2016-02-09,126.120003,126.930000,123.769997,124.070000,110.141777,5922600
2016-02-10,125.000000,125.290001,119.839996,120.190002,106.697357,6469100
2016-02-11,118.779999,119.660004,116.900002,117.849998,104.620033,7307600
2016-02-12,119.260002,121.050003,118.349998,121.040001,107.451920,4936500
2016-02-16,121.830002,123.089996,121.339996,122.739998,108.961075,4061400
2016-02-17,123.709999,126.570000,123.250000,126.099998,111.943886,4821000
2016-02-18,130.000000,134.000000,129.750000,132.449997,117.581032,9951600
2016-02-19,132.360001,133.649994,130.839996,133.080002,118.140312,5125300
2016-02-22,133.080002,134.309998,132.410004,133.770004,118.752853,4457400
2016-02-23,133.139999,133.410004,132.009995,132.399994,117.536636,3439700
2016-02-24,131.550003,133.490005,129.679993,132.800003,117.891747,4122600
2016-02-25,133.289993,134.509995,130.880005,134.500000,119.400894,4353600
2016-02-26,134.509995,134.919998,131.949997,132.029999,117.208176,4386200
2016-02-29,132.000000,133.360001,130.899994,131.029999,116.320435,4428000
2016-03-01,132.240005,134.639999,132.029999,134.369995,119.285500,3788500
2016-03-02,133.699997,137.440002,133.220001,136.300003,120.998840,5217200
2016-03-03,137.220001,137.960007,136.070007,137.800003,122.330421,5141200
2016-03-04,137.539993,139.419998,137.020004,137.800003,122.330421,3968400
2016-03-07,137.279999,140.509995,136.869995,140.149994,124.416603,5171000
2016-03-08,139.710007,140.350006,137.419998,139.070007,123.457878,5579100
